sample_id,timestamp_iso,phase_name,action_name,action_value,extra_info,semantic_move_m0,semantic_move_m1,semantic_move_m2,semantic_move_m3,raw_move_m0,raw_move_m1,raw_move_m2,raw_move_m3,spool_pos_m0,spool_pos_m1,spool_pos_m2,spool_pos_m3,tracking_ok,tracking_reason,base_x,base_y,tip_x,tip_y,base_x_img,base_y_img,tip_x_img,tip_y_img,num_path_points,num_resampled_points,points_json,points_image_json
57,2026-04-10T18:16:44.364030,reset,reset_release,120,{},-63,-48,-63,-48,-63,48,63,48,10556,3043,22767,15179,1,,0.0,0.0,-9.5,-365.0,631.5,295.0,622.0,660.0,357,20,"[[0.0, 0.0], [-0.07110595703125, -14.997772216796875], [-0.5106201171875, -34.85150146484375], [-3.0, -54.37567138671875], [-3.5, -74.26712036132812], [0.5, -93.2125244140625], [1.0, -113.10397338867188], [1.0, -133.01327514648438], [1.0, -152.92254638671875], [-0.89410400390625, -172.34750366210938], [0.0592041015625, -190.171142578125], [-5.17181396484375, -208.20046997070312], [-6.857177734375, -227.79022216796875], [-7.094482421875, -247.677490234375], [-10.43560791015625, -267.03271484375], [-13.7652587890625, -286.28656005859375], [-15.429443359375, -306.01220703125], [-13.45294189453125, -325.6748046875], [-11.47650146484375, -345.33740234375], [-9.5, -365.0]]","[[631.5, 295.0], [631.4288904370422, 309.99778236868485], [630.9894079939952, 329.8514937608356], [628.5, 349.37567846422553], [628.0, 369.2671348375855], [632.0, 388.21252023650686], [632.5000152587891, 408.1039755226406], [632.5000152587891, 428.0132663199089], [632.5000152587891, 447.9225571171771], [630.6058817525676, 467.34751349048935], [631.5592015038872, 485.17115365119685], [626.3281656792589, 503.2004759233812], [624.6428527832031, 522.79024886245], [624.4055365482018, 542.6774713144521], [621.0644191540086, 562.032701440069], [617.7347534424727, 581.2865872716549], [616.0705709893194, 601.012189626995], [618.0470473262129, 620.6747930846633], [620.0235236631065, 640.3373965423316], [622.0, 660.0]]"
58,2026-04-10T18:16:45.293730,reset,reset_release,60,{},-24,-24,-24,-24,-24,24,24,24,10532,3019,22743,15155,1,,0.0,0.0,-10.5,-366.0,631.5,295.0,621.0,661.0,362,20,"[[0.0, 0.0], [-0.3236083984375, -15.265289306640625], [-0.5, -35.21881103515625], [-2.5, -54.952545166015625], [-2.5, -74.93136596679688], [0.0, -94.48733520507812], [0.5, -114.42803955078125], [0.6009521484375, -134.4134521484375], [0.82989501953125, -154.38214111328125], [-1.9915771484375, -173.32550048828125], [-1.0, -191.07797241210938], [-4.5, -210.32330322265625], [-6.99658203125, -229.97613525390625], [-7.4962158203125, -249.94720458984375], [-9.9659423828125, -269.5235595703125], [-13.0, -288.94268798828125], [-16.0, -308.51910400390625], [-14.1666259765625, -327.67938232421875], [-12.33331298828125, -346.8397216796875], [-10.5, -366.0]]","[[631.5, 295.0], [631.1763976110097, 310.2652858539696], [631.0000152587891, 330.2188042368129], [629.0000152587891, 349.95254942553225], [629.0000152587891, 369.9313620846309], [631.5, 389.4873370674227], [632.0, 409.42805001327906], [632.100964145438, 429.4134528482324], [632.3298665851256, 449.3821541288628], [629.5084047048967, 468.3254936733254], [630.5, 486.0779743453112], [627.0, 505.3232993440305], [624.5034106099467, 524.9761250017659], [624.0037874253037, 544.947188057103], [621.5340324971487, 564.5235304992233], [618.5, 583.9426664114721], [615.5000152587891, 603.5191151588481], [617.3333435058594, 622.6794101058988], [619.1666717529297, 641.8397050529493], [621.0, 661.0]]"
59,2026-04-10T18:16:45.886459,sweep,bend_left,40,{},-16,55,-16,55,-16,-55,16,-55,10516,3074,22727,15210,1,,0.0,0.0,-9.5,-366.0,631.5,295.0,622.0,661.0,362,20,"[[0.0, 0.0], [-0.3646240234375, -15.552276611328125], [-0.5, -36.084869384765625], [-2.5, -56.394775390625], [-5.0, -76.59451293945312], [0.60113525390625, -95.41604614257812], [1.07147216796875, -115.96444702148438], [1.1800537109375, -136.5206298828125], [0.92236328125, -157.04345703125], [-4.40692138671875, -175.6741943359375], [4.0, -193.33248901367188], [-5.4586181640625, -209.42117309570312], [-2.37939453125, -229.1558837890625], [-6.9285888671875, -248.4278564453125], [-9.4285888671875, -268.6275634765625], [-12.0, -288.82476806640625], [-14.0, -309.12957763671875], [-12.5, -328.08636474609375], [-11.0, -347.043212890625], [-9.5, -366.0]]","[[631.5, 295.0], [631.1354003308284, 310.55227557347035], [631.0000152587891, 331.08487146845636], [629.0000152587891, 351.3947796756242], [626.5000152587891, 371.5945157350077], [632.1011499356357, 390.4160534348185], [632.5714421929097, 410.9644454722592], [632.6800709775093, 431.5206433629683], [632.4223800213667, 452.0434632471382], [627.093087602464, 470.67418344824387], [635.5, 488.332482566534], [626.0413584447599, 504.42117773215426], [629.1206031203144, 524.1558592081897], [624.5714263916016, 543.427847021964], [622.0714359678522, 563.6275891600226], [619.5000152587891, 583.8247856894732], [617.5, 604.1295492929312], [619.0, 623.0863661952875], [620.5, 642.0431830976438], [622.0, 661.0]]"
60,2026-04-10T18:16:46.513444,sweep,bend_left,80,{},-32,80,-32,80,-32,-80,32,-80,10484,3154,22695,15290,1,,0.0,0.0,-9.5,-365.0,631.5,295.0,622.0,660.0,358,20,"[[0.0, 0.0], [-0.10455322265625, -15.4635009765625], [-0.5, -35.5819091796875], [-2.5, -55.480133056640625], [-6.0, -74.9281005859375], [0.5, -92.75244140625], [1.5, -112.8243408203125], [1.4293212890625, -132.98989868164062], [1.48968505859375, -153.14483642578125], [-2.221435546875, -172.27334594726562], [2.6649169921875, -188.36758422851562], [-2.173095703125, -206.31597900390625], [-5.32440185546875, -225.635498046875], [-6.73583984375, -245.698486328125], [-9.4049072265625, -265.33441162109375], [-11.0, -285.40179443359375], [-13.51495361328125, -305.208984375], [-12.1766357421875, -325.13934326171875], [-10.83831787109375, -345.06964111328125], [-9.5, -365.0]]","[[631.5, 295.0], [631.3954671849212, 310.4635040737029], [631.0000152587891, 330.58192080937533], [629.0000152587891, 350.4801204326102], [625.5, 369.92810524932173], [632.0, 387.7524435157584], [633.0000152587891, 407.824351983011], [632.929309847447, 427.9899059683223], [632.9896692931579, 448.1448479392444], [629.2785501223054, 467.27335174081196], [634.1648878760683, 483.36757872883953], [629.3268819813613, 501.31598606063085], [626.1755801218378, 520.6355042264065], [624.7641811384302, 540.6984995916619], [622.095097533537, 560.3344037643789], [620.5000152587891, 580.4018011228477], [617.9850711398478, 600.2090104206233], [619.3233807598986, 620.1393402804156], [620.6616903799493, 640.0696701402078], [622.0, 660.0]]"
61,2026-04-10T18:16:47.238875,sweep,bend_left,120,{},-48,120,-48,120,-48,-120,48,-120,10436,3274,22647,15410,1,,0.0,0.0,-7.0,-366.0,632.0,295.0,625.0,661.0,362,20,"[[0.0, 0.0], [-1.17279052734375, -15.139801025390625], [-1.5, -35.545318603515625], [-3.5, -55.745208740234375], [-3.0, -76.1778564453125], [0.0, -96.05966186523438], [0.857177734375, -116.43902587890625], [1.20550537109375, -136.8770751953125], [1.3349609375, -157.3111572265625], [-4.14886474609375, -175.42364501953125], [3.5, -191.13113403320312], [-4.63885498046875, -207.76141357421875], [-6.279541015625, -227.95684814453125], [-6.04443359375, -248.3779296875], [-9.9256591796875, -267.9591064453125], [-11.5, -288.27801513671875], [-12.0, -308.6903076171875], [-10.33331298828125, -327.7935791015625], [-8.66668701171875, -346.89678955078125], [-7.0, -366.0]]","[[632.0, 295.0], [630.827186546728, 310.1398107714069], [630.5, 330.54531238501943], [628.5, 350.7452082881738], [629.0000152587891, 371.1778433717193], [632.0, 391.0596646493318], [632.8571539157965, 411.4390256366498], [633.2055273958777, 431.8770703580169], [633.3349382085469, 452.31114923406824], [627.8511639416155, 470.42365008584557], [635.5, 486.1311235398794], [627.3611409329345, 502.7614198373823], [625.7204575827832, 522.9568612468998], [625.9555744110359, 543.3779420336703], [622.0743641846856, 562.9590832711908], [620.5000152587891, 583.2779974545289], [620.0, 603.6903286820481], [621.6666666666667, 622.7935524546988], [623.3333333333333, 641.8967762273494], [625.0, 661.0]]"
62,2026-04-10T18:16:47.903830,sweep,bend_left,80,{},-32,80,-32,80,-32,-80,32,-80,10404,3354,22615,15490,1,,0.0,0.0,-3.5,-365.0,631.5,295.0,628.0,660.0,361,20,"[[0.0, 0.0], [-0.3304443359375, -15.313140869140625], [-0.5, -35.537628173828125], [-2.5, -55.511962890625], [-5.0, -75.3861083984375], [1.0, -93.5958251953125], [1.94342041015625, -113.79226684570312], [2.07366943359375, -134.03079223632812], [2.0, -154.27252197265625], [-1.267578125, -173.124755859375], [2.0, -189.93814086914062], [-2.9285888671875, -208.66278076171875], [-5.8135986328125, -228.390380859375], [-5.03009033203125, -248.57818603515625], [-7.5, -268.44171142578125], [-9.5, -288.469970703125], [-9.5, -308.7039794921875], [-7.5, -327.46929931640625], [-5.5, -346.23468017578125], [-3.5, -365.0]]","[[631.5, 295.0], [631.1695629878136, 310.31312967642066], [631.0000152587891, 330.5376219613385], [629.0000152587891, 350.51195131056807], [626.5000152587891, 370.38611206620703], [632.5000152587891, 388.59583097024426], [633.4434259504033, 408.79227449570044], [633.5736399588161, 429.0307772572032], [633.5000152587891, 449.2725136614985], [630.2324142473126, 468.12474822827335], [633.5000152587891, 484.9381494012599], [628.5714416503906, 503.6627656075731], [625.686411472866, 523.390373363439], [626.4698875695772, 543.5781994787039], [624.0000152587891, 563.4416961022565], [622.0, 583.4699522761765], [622.0, 603.703966325577], [624.0, 622.469310883718], [626.0, 641.234655441859], [628.0, 660.0]]"
63,2026-04-10T18:16:48.454918,sweep,bend_left,40,{},-16,40,-16,40,-16,-40,16,-40,10388,3394,22599,15530,1,,0.0,0.0,4.0,-366.0,632.0,295.0,636.0,661.0,361,20,"[[0.0, 0.0], [-0.8258056640625, -15.280548095703125], [-1.0, -35.470489501953125], [-3.5, -55.30596923828125], [-6.0, -75.12216186523438], [1.0, -92.66436767578125], [1.5, -112.82614135742188], [1.0, -133.02850341796875], [1.0, -153.24868774414062], [-3.4423828125, -172.36563110351562], [1.5, -190.34042358398438], [-4.0711669921875, -208.49972534179688], [-4.82171630859375, -228.5042724609375], [-5.0, -248.7130126953125], [-7.5, -268.41424560546875], [-8.5, -288.5836181640625], [-9.0, -308.7554931640625], [-4.6666259765625, -327.8370361328125], [-0.33331298828125, -346.91851806640625], [4.0, -366.0]]","[[632.0, 295.0], [631.1742186799074, 310.28053883717035], [631.0000152587891, 330.47050305724537], [628.5, 350.3059741889566], [626.0000152587891, 370.1221501607102], [633.0000152587891, 387.66437272249186], [633.5000152587891, 407.82612731664204], [633.0000152587891, 428.0284917809287], [633.0000152587891, 448.2486906691237], [628.5576130733828, 467.36562358467563], [633.5000152587891, 485.3404370988715], [627.9288284644641, 503.4997204712657], [627.1782693534329, 523.5042587897094], [627.0, 543.7130422509211], [624.5, 563.4142491301452], [623.5, 583.5836080328993], [623.0000152587891, 603.7555145551794], [627.3333435058594, 622.837009703453], [631.6666717529297, 641.9185048517265], [636.0, 661.0]]"
64,2026-04-10T18:16:49.020251,trim,trim_pull,28,"{""motor_index"": 0}",43,0,0,0,43,0,0,0,10431,3394,22599,15530,1,,0.0,0.0,3.5,-366.0,631.5,295.0,635.0,661.0,362,20,"[[0.0, 0.0], [-0.0826416015625, -15.15728759765625], [-0.5, -35.2215576171875], [-3.0, -54.9566650390625], [-5.5, -74.66275024414062], [1.0, -92.43374633789062], [1.0, -112.55355834960938], [2.0, -132.60736083984375], [2.5, -152.7093505859375], [0.57427978515625, -172.2640380859375], [-1.16015625, -189.55154418945312], [-3.86785888671875, -209.07504272460938], [-3.9383544921875, -229.13720703125], [-3.5, -249.23699951171875], [-4.5, -269.290771484375], [-8.0, -288.557861328125], [-9.0, -308.60162353515625], [-4.83331298828125, -327.73443603515625], [-0.66668701171875, -346.8671875], [3.5, -366.0]]","[[631.5, 295.0], [631.4173399703609, 310.1572757321995], [631.0000152587891, 330.2215638874038], [628.5, 349.95665883189133], [626.0000152587891, 369.66274975611236], [632.5000152587891, 387.4337400480354], [632.5000152587891, 407.55356274900663], [633.5000152587891, 427.6073753976531], [634.0, 447.7093647619424], [632.0742526625684, 467.26404969602686], [630.3398372435064, 484.5515497560641], [627.6321469575117, 504.07504988170353], [627.5616432363746, 524.1371819826857], [628.0, 544.2369732149467], [627.0, 564.2907847928525], [623.5, 583.5578575558923], [622.5000152587891, 603.6016299804328], [626.6666768391927, 622.7344199869552], [630.8333384195964, 641.8672099934777], [635.0, 661.0]]"
65,2026-04-10T18:16:49.615751,trim,trim_pull,28,"{""motor_index"": 1}",0,28,0,0,0,-28,0,0,10431,3422,22599,15530,1,,0.0,0.0,-3.5,-366.0,632.5,295.0,629.0,661.0,363,20,"[[0.0, 0.0], [-1.13873291015625, -15.942657470703125], [-1.5, -36.228607177734375], [-4.0, -56.212371826171875], [-6.0, -76.28652954101562], [-3.0, -96.07159423828125], [0.24261474609375, -115.60317993164062], [0.63763427734375, -135.92657470703125], [0.02423095703125, -156.22036743164062], [-3.82452392578125, -175.44290161132812], [4.5, -191.07034301757812], [-0.49468994140625, -209.96304321289062], [-5.34661865234375, -228.85247802734375], [-4.5, -249.13055419921875], [-7.5, -268.87786865234375], [-7.5, -289.2020263671875], [-8.5, -309.38037109375], [-6.83331298828125, -328.25360107421875], [-5.16668701171875, -347.12677001953125], [-3.5, -366.0]]","[[632.5, 295.0], [631.3612422258443, 310.94266812370574], [631.0000152587891, 331.22862027476367], [628.5, 351.21238565395146], [626.5000152587891, 371.2865313214932], [629.5000152587891, 391.0716042122852], [632.7426371837585, 410.6031893879955], [633.1376228911295, 430.9265656468842], [632.52422202303, 451.22036498602165], [628.6754876326327, 470.4429021471277], [637.0000152587891, 486.0703391815958], [632.0052801086758, 504.9630420589367], [627.1533937605464, 523.8524533337959], [628.0, 544.13057118299], [625.0, 563.8778411988867], [625.0, 584.2020402102207], [624.0000152587891, 604.3803862450713], [625.6666768391927, 623.2535908300475], [627.3333384195964, 642.1267954150237], [629.0, 661.0]]"
66,2026-04-10T18:16:50.108728,trim,trim_pull,12,"{""motor_index"": 1}",0,12,0,0,0,-12,0,0,10431,3434,22599,15530,1,,0.0,0.0,-3.0,-366.0,632.0,295.0,629.0,661.0,362,20,"[[0.0, 0.0], [-0.642822265625, -16.109100341796875], [-1.5, -36.537811279296875], [-3.0, -56.91400146484375], [-5.0, -77.17361450195312], [0.0, -96.23895263671875], [0.76690673828125, -116.736572265625], [1.1605224609375, -137.24749755859375], [1.98162841796875, -157.7431640625], [-3.61328125, -175.59912109375], [4.53070068359375, -189.5701904296875], [-2.180908203125, -207.16888427734375], [-4.24102783203125, -227.125244140625], [-4.0, -247.593505859375], [-6.0, -267.87286376953125], [-9.0, -287.80560302734375], [-7.5, -308.13189697265625], [-6.0, -327.4212646484375], [-4.5, -346.71063232421875], [-3.0, -366.0]]","[[632.0, 295.0], [631.3571472167969, 311.1090924750957], [630.5, 331.5378090739691], [629.0000152587891, 351.91399748227195], [627.0, 372.1736058029512], [632.0, 391.2389655259018], [632.7669199747177, 411.73656643091226], [633.1605448999344, 432.24748356378933], [633.9816543269027, 452.74315273828086], [628.3867196721967, 470.59912601720873], [636.5307143006984, 484.57020029682354], [629.819070061237, 502.1688801228571], [627.7590023232551, 522.1252232870567], [628.0, 542.5935157540889], [626.0000152587891, 562.8728439397967], [623.0000152587891, 582.8055849928319], [624.5, 603.1319119397883], [626.0, 622.4212746265256], [627.5, 641.7106373132629], [629.0, 661.0]]"
67,2026-04-10T18:16:51.067091,reset,reset_release,120,{},-63,-63,-48,-63,-63,63,48,63,10368,3371,22551,15467,1,,0.0,0.0,10.5,-366.0,631.5,294.0,642.0,660.0,358,20,"[[0.0, 0.0], [0.0023193359375, -15.483612060546875], [-0.5465087890625, -35.348876953125], [-2.5, -55.041107177734375], [-6.0, -74.19467163085938], [-2.0, -93.38363647460938], [1.5, -112.482177734375], [1.5, -132.40695190429688], [2.02239990234375, -152.31307983398438], [-2.0, -171.12835693359375], [-0.01043701171875, -189.77066040039062], [0.5714111328125, -209.61428833007812], [0.0, -229.5186767578125], [-2.0, -249.19287109375], [-3.51068115234375, -268.8502197265625], [-4.0, -288.75677490234375], [-5.0, -308.4949951171875], [0.16668701171875, -327.663330078125], [5.33331298828125, -346.8316650390625], [10.5, -366.0]]","[[631.5, 294.0], [631.5023485002587, 309.4836151540156], [630.9535073507217, 329.34886941612825], [629.0000152587891, 349.0411184137311], [625.5, 368.19468358619025], [629.5000152587891, 387.383633117755], [633.0000152587891, 406.482169266247], [633.0000152587891, 426.4069433359885], [633.5223778162776, 446.3130853594468], [629.5000152587891, 465.12835985529], [631.4895333821662, 483.77065964853625], [632.0714416503906, 503.6142922898724], [631.5, 523.5186832289536], [629.5000152587891, 543.1928836943955], [627.9893021014838, 562.8502248499974], [627.5000152587891, 582.7567840129603], [626.5000152587891, 602.4949967991372], [631.6666768391927, 621.6633311994249], [636.8333384195964, 640.8316655997124], [642.0, 660.0]]"
68,2026-04-10T18:16:51.994103,reset,reset_release,60,{},-24,-24,-24,-24,-24,24,24,24,10344,3347,22527,15443,1,,0.0,0.0,6.5,-365.0,632.5,295.0,639.0,660.0,357,20,"[[0.0, 0.0], [-1.13140869140625, -15.839874267578125], [-2.0, -35.890899658203125], [-4.0, -55.812744140625], [-6.5, -75.56143188476562], [-1.95233154296875, -94.6676025390625], [-0.33233642578125, -114.6737060546875], [1.5, -134.6246337890625], [0.63037109375, -154.69577026367188], [-3.4151611328125, -173.96871948242188], [5.7156982421875, -188.63812255859375], [0.560546875, -206.43942260742188], [-0.9285888671875, -225.94317626953125], [-3.257568359375, -245.72125244140625], [-4.1572265625, -265.79876708984375], [-5.0, -285.82952880859375], [-5.5, -305.96441650390625], [-1.5, -325.6429443359375], [2.5, -345.32147216796875], [6.5, -365.0]]","[[632.5, 295.0], [631.3685833644167, 310.8398890471244], [630.5, 330.8908947883259], [628.5, 350.81274223989755], [626.0000152587891, 370.56143098024705], [630.5476936590292, 389.66758898721366], [632.1676775047199, 409.6737063921098], [634.0, 429.6246486780585], [633.1303987999938, 449.69577328456586], [629.0848519566964, 468.96870944443845], [638.2156804148957, 483.638134694139], [633.0605729092429, 501.4394270907571], [631.5714263916016, 520.9431806639416], [629.2424183955653, 540.7212505032358], [628.3427751779584, 560.7987853156756], [627.5000152587891, 580.8295306595367], [627.0, 600.9644068051932], [631.0, 620.6429378701289], [635.0, 640.3214689350644], [639.0, 660.0]]"
69,2026-04-10T18:16:52.650923,sweep,bend_right,40,{},55,-16,55,-16,55,16,-55,16,10399,3331,22582,15427,1,,0.0,0.0,1.5,-365.0,631.5,295.0,633.0,660.0,356,20,"[[0.0, 0.0], [-0.0946044921875, -15.324127197265625], [-0.5, -35.505523681640625], [-3.0, -55.357269287109375], [-5.0, -75.28927612304688], [-0.9609375, -94.54690551757812], [1.0380859375, -114.53286743164062], [2.0, -134.7047119140625], [1.70831298828125, -154.91592407226562], [-1.01873779296875, -173.82891845703125], [4.21075439453125, -187.99740600585938], [1.59368896484375, -206.24441528320312], [-2.6165771484375, -225.438720703125], [-2.9285888671875, -245.5731201171875], [-5.94671630859375, -265.25457763671875], [-7.5, -285.33026123046875], [-9.5, -305.37530517578125], [-5.83331298828125, -325.25018310546875], [-2.16668701171875, -345.1251220703125], [1.5, -365.0]]","[[631.5, 295.0], [631.405421841461, 310.32413462892794], [631.0000152587891, 330.5055165233846], [628.5, 350.35728011414096], [626.5000152587891, 370.28926698726195], [630.5390723178219, 389.5469123068723], [632.5380838487224, 409.53286268899524], [633.5000152587891, 429.70470209464395], [633.2082896409163, 449.9159303369132], [630.4812585265142, 468.8289172101573], [635.7107663918562, 482.9974003986496], [633.0936930430792, 501.24440170761994], [628.8833992048394, 520.4387434918337], [628.5714263916016, 540.5731483074079], [625.5532542394295, 560.2545771389887], [624.0000152587891, 580.3302612873006], [622.0, 600.3753062362908], [625.6666666666667, 620.2502041575273], [629.3333333333334, 640.1251020787636], [633.0, 660.0]]"
70,2026-04-10T18:16:53.278605,sweep,bend_right,80,{},80,-32,80,-32,80,32,-80,32,10479,3299,22662,15395,1,,0.0,0.0,-7.5,-366.0,631.5,295.0,624.0,661.0,363,20,"[[0.0, 0.0], [-0.3116455078125, -15.18145751953125], [-0.5, -35.249298095703125], [-3.0, -55.007354736328125], [-6.0, -74.5057373046875], [-1.5, -93.36639404296875], [-1.34173583984375, -113.44314575195312], [1.0, -133.1417236328125], [1.08880615234375, -153.24273681640625], [-1.38787841796875, -172.56201171875], [-2.5, -190.5931396484375], [-4.5, -210.47140502929688], [-6.0, -230.43670654296875], [-5.5, -250.51287841796875], [-8.5, -270.02484130859375], [-11.0, -289.75390625], [-11.5, -309.84027099609375], [-10.16668701171875, -328.5601806640625], [-8.83331298828125, -347.28009033203125], [-7.5, -366.0]]","[[631.5, 295.0], [631.188372509839, 310.18145900397235], [631.0000152587891, 330.249307948784], [628.5, 350.0073671156364], [625.5, 369.50572869317034], [630.0000152587891, 388.3663890628888], [630.1582887886545, 408.44316047394943], [632.5000152587891, 428.1417284446313], [632.5887955361472, 448.24274818563174], [630.1121472265274, 467.56200520333107], [629.0000152587891, 485.5931538030868], [627.0, 505.47141407161905], [625.5, 525.4366926303512], [626.0000152587891, 545.5128920689739], [623.0000152587891, 565.0248631468085], [620.5000152587891, 584.7539099260857], [620.0, 604.8402612927218], [621.3333333333334, 623.5601741951479], [622.6666666666667, 642.2800870975739], [624.0, 661.0]]"
71,2026-04-10T18:16:53.966424,sweep,bend_right,120,{},120,-48,120,-48,120,48,-120,48,10599,3251,22782,15347,1,,0.0,0.0,-6.5,-366.0,631.5,295.0,625.0,661.0,361,20,"[[0.0, 0.0], [-0.3162841796875, -15.2142333984375], [-0.5, -35.510986328125], [-3.0, -55.45391845703125], [-4.0, -75.6553955078125], [0.0, -95.24725341796875], [-0.363525390625, -115.4776611328125], [1.32269287109375, -135.48208618164062], [-0.1673583984375, -155.66867065429688], [-4.95989990234375, -174.94390869140625], [4.5, -191.4219970703125], [-3.26068115234375, -208.324951171875], [-6.288818359375, -228.04339599609375], [-6.54681396484375, -248.3448486328125], [-8.45867919921875, -268.4217529296875], [-11.0, -288.353515625], [-12.5, -308.54229736328125], [-10.5, -327.69482421875], [-8.5, -346.847412109375], [-6.5, -366.0]]","[[631.5, 295.0], [631.183691201551, 310.2142291620541], [631.0000152587891, 330.51098560859555], [628.5, 350.4539221378217], [627.5000152587891, 370.6554052906424], [631.5, 390.2472523283814], [631.1364818122174, 410.47764751364434], [632.8227124797597, 430.48210103107516], [631.3326260288226, 450.6686614217083], [626.5400761233659, 469.9439142761123], [636.0000305175781, 486.4220058202186], [628.239298626173, 503.3249653103103], [625.2111932546647, 523.0434178300129], [624.9532067363409, 543.344874315924], [623.0413162055826, 563.4217690986843], [620.5000152587891, 583.3535217684155], [619.0000152587891, 603.542278805828], [621.0000101725261, 622.6948525372187], [623.000005086263, 641.8474262686093], [625.0, 661.0]]"
72,2026-04-10T18:16:54.565617,sweep,bend_right,80,{},80,-32,80,-32,80,32,-80,32,10679,3219,22862,15315,1,,0.0,0.0,-7.0,-366.0,632.0,295.0,625.0,661.0,362,20,"[[0.0, 0.0], [-0.88946533203125, -15.726348876953125], [-1.0, -35.9324951171875], [-3.5, -55.760833740234375], [-4.5, -75.93182373046875], [-1.5, -95.73764038085938], [0.81854248046875, -115.54019165039062], [0.445068359375, -135.7689208984375], [0.0, -155.9951171875], [-3.82867431640625, -174.57342529296875], [4.0, -191.18930053710938], [-3.7156982421875, -208.00985717773438], [-7.324951171875, -227.54962158203125], [-7.08782958984375, -247.770751953125], [-10.68292236328125, -267.2802734375], [-12.0, -287.43634033203125], [-13.0, -307.61236572265625], [-11.0, -327.074951171875], [-9.0, -346.5374755859375], [-7.0, -366.0]]","[[632.0, 295.0], [631.1105352672976, 310.72633633009934], [631.0000152587891, 330.9324986272878], [628.5, 350.7608254852227], [627.5000152587891, 370.93182374497104], [630.5, 390.73763622338015], [632.8185635292216, 410.54018811128753], [632.4450932794142, 430.7689311771647], [632.0, 450.9951185239197], [628.1713297410788, 469.57342467869574], [636.0000305175781, 486.18930841180907], [628.2843113837037, 503.0098663915395], [624.6750228173854, 522.5496057765071], [624.9121972739626, 542.7707243209597], [621.3170923883581, 562.2802855411836], [620.0, 582.4363322950111], [619.0000152587891, 602.6123872437208], [621.0000101725261, 622.0749248291472], [623.000005086263, 641.5374624145736], [625.0, 661.0]]"
73,2026-04-10T18:16:55.155055,sweep,bend_right,40,{},40,-16,40,-16,40,16,-40,16,10719,3203,22902,15299,1,,0.0,0.0,-5.5,-366.0,631.5,295.0,626.0,661.0,362,20,"[[0.0, 0.0], [-0.3609619140625, -15.52679443359375], [-0.5, -36.03338623046875], [-3.0, -56.188079833984375], [-3.5, -76.70965576171875], [1.5, -95.75128173828125], [1.0, -116.26272583007812], [0.9285888671875, -136.79959106445312], [1.0, -157.33645629882812], [-4.66162109375, -175.4473876953125], [4.0, -190.72525024414062], [-1.4603271484375, -209.4444580078125], [-3.43975830078125, -229.71881103515625], [-4.0, -250.21368408203125], [-9.07989501953125, -268.88128662109375], [-11.5, -289.05242919921875], [-12.5, -309.520751953125], [-10.1666259765625, -328.34716796875], [-7.83331298828125, -347.173583984375], [-5.5, -366.0]]","[[631.5, 295.0], [631.1390415300747, 310.52678640087885], [631.0000152587891, 331.0333755947826], [628.5, 351.1880681391772], [628.0, 371.7096540161471], [633.0000152587891, 390.75128484478523], [632.5000152587891, 411.2627187937419], [632.4285888671875, 431.7995914750942], [632.5000152587891, 452.33646306910373], [626.8383572019586, 470.4473788820257], [635.5, 485.7252584329084], [630.0396961459031, 504.4444506263817], [628.0602574836162, 524.7188098514475], [627.5000152587891, 545.2137057610347], [622.4200919163998, 563.881278050658], [620.0, 584.0524146559202], [619.0000152587891, 604.5207693027387], [621.3333435058594, 623.3471795351592], [623.6666717529297, 642.1735897675796], [626.0, 661.0]]"
74,2026-04-10T18:16:55.749478,trim,trim_pull,20,"{""motor_index"": 0}",20,0,0,0,20,0,0,0,10739,3203,22902,15299,1,,0.0,0.0,-9.5,-366.0,632.5,295.0,623.0,661.0,362,20,"[[0.0, 0.0], [-1.39971923828125, -15.798309326171875], [-1.5, -35.991302490234375], [-4.0, -55.8194580078125], [-7.0, -75.44009399414062], [1.0, -92.28500366210938], [0.5, -112.48004150390625], [0.0, -132.65475463867188], [0.0, -152.85745239257812], [-1.6849365234375, -172.47067260742188], [-1.5, -190.12811279296875], [-4.5, -209.72518920898438], [-5.9617919921875, -229.732666015625], [-5.99554443359375, -249.93792724609375], [-10.0, -269.1195068359375], [-12.5, -288.9959716796875], [-13.0, -309.1505126953125], [-11.83331298828125, -328.100341796875], [-10.66668701171875, -347.0501708984375], [-9.5, -366.0]]","[[632.5, 295.0], [631.1002516639458, 310.7983237504436], [631.0000152587891, 330.99130705993826], [628.5, 350.8194455268512], [625.5, 370.44009595031207], [633.5000152587891, 387.2850050687371], [633.0000152587891, 407.48003686822545], [632.5000152587891, 427.6547626536039], [632.5000152587891, 447.85743731155395], [630.8150520054044, 467.47068407857995], [631.0000152587891, 485.1281149758614], [628.0, 504.72520208264973], [626.5382006100712, 524.7326943835055], [626.5044501318383, 544.9379098824697], [622.5000152587891, 564.1195285926352], [620.0, 583.9959677995721], [619.5000152587891, 604.1505357151221], [620.6666768391927, 623.1003571434148], [621.8333384195964, 642.0501785717074], [623.0, 661.0]]"
