sample_id,timestamp_iso,phase_name,action_name,action_value,extra_info,semantic_move_m0,semantic_move_m1,semantic_move_m2,semantic_move_m3,raw_move_m0,raw_move_m1,raw_move_m2,raw_move_m3,spool_pos_m0,spool_pos_m1,spool_pos_m2,spool_pos_m3,tracking_ok,tracking_reason,base_x,base_y,tip_x,tip_y,base_x_img,base_y_img,tip_x_img,tip_y_img,num_path_points,num_resampled_points,points_json,points_image_json
106,2026-04-10T18:31:29.526477,sweep,bend_left,80,{},-32,80,-32,80,-32,-80,32,-80,19913,13804,99865,98371,1,,0.0,0.0,-60.0,-369.0,666.0,303.0,606.0,672.0,369,20,"[[0.0, 0.0], [-10.528076171875, -14.39886474609375], [-11.5, -34.693328857421875], [-12.07928466796875, -55.10968017578125], [-12.28338623046875, -75.51629638671875], [-13.07025146484375, -95.56912231445312], [-15.61383056640625, -115.53121948242188], [-19.37945556640625, -135.46258544921875], [-19.1951904296875, -155.75567626953125], [-18.58642578125, -174.67898559570312], [-20.5, -194.716796875], [-24.43798828125, -214.42633056640625], [-28.51544189453125, -234.21600341796875], [-30.85888671875, -254.4049072265625], [-34.185302734375, -274.31890869140625], [-39.4134521484375, -293.94720458984375], [-42.8565673828125, -313.99169921875], [-48.571044921875, -332.3277587890625], [-54.2855224609375, -350.66387939453125], [-60.0, -369.0]]","[[666.0, 303.0], [655.4719211567954, 317.39885263363453], [654.5000305175781, 337.69333368944007], [653.9207393301249, 358.10968324309744], [653.7166070676651, 378.5162957473292], [652.9297426643537, 398.56913405605815], [650.386191280088, 418.53122815922484], [646.6205279444414, 438.4625771440265], [646.8047952720666, 458.75568346864327], [647.4135698269627, 477.6789864175816], [645.5, 497.7168083921102], [641.5620407265585, 517.4263051757782], [637.4845861562806, 537.2160140273445], [635.1411144770177, 557.404892832358], [631.8146784524529, 577.3189161691967], [626.5865188558621, 596.9472281703812], [623.1434624390783, 616.991678186832], [617.4289749593856, 635.327785457888], [611.7144874796928, 653.663892728944], [606.0, 672.0]]"
107,2026-04-10T18:31:30.188134,sweep,bend_left,120,{},-48,120,-48,120,-48,-120,48,-120,19865,13924,99817,98491,1,,0.0,0.0,-41.5,-371.0,665.5,303.0,624.0,674.0,370,20,"[[0.0, 0.0], [-9.82464599609375, -14.50909423828125], [-10.694091796875, -34.717987060546875], [-11.21685791015625, -55.018218994140625], [-12.20556640625, -75.29263305664062], [-14.095703125, -95.44677734375], [-17.5777587890625, -115.21771240234375], [-18.5, -135.4117431640625], [-17.59295654296875, -155.69845581054688], [-14.38446044921875, -174.71807861328125], [-16.5, -193.98037719726562], [-19.0, -213.77703857421875], [-19.0, -234.10101318359375], [-21.2427978515625, -254.19976806640625], [-23.2728271484375, -274.409912109375], [-25.116455078125, -294.6302490234375], [-28.04852294921875, -314.679931640625], [-32.5323486328125, -333.45330810546875], [-37.01617431640625, -352.22662353515625], [-41.5, -371.0]]","[[665.5, 303.0], [655.6753334856255, 317.50909398359516], [654.8058793889192, 337.7179851245015], [654.2831332314155, 358.0182205240282], [653.2944270257514, 378.29263194761495], [651.4042757915277, 398.4467660015981], [647.9222649968219, 418.2176980760605], [647.0, 438.4117581649913], [647.9070506343508, 458.6984555378781], [651.1155108564051, 477.7180923467327], [649.0, 496.98036543374695], [646.5, 516.7770579338501], [646.5, 537.1010151186526], [644.2571846380524, 557.1997594061734], [642.2271593851042, 577.4099425910929], [640.383542073122, 597.6302471044377], [637.4514486632182, 617.6799530885128], [632.9676324421455, 636.4533020590086], [628.4838162210727, 655.2266510295043], [624.0, 674.0]]"
108,2026-04-10T18:31:30.784749,sweep,bend_left,80,{},-32,80,-32,80,-32,-80,32,-80,19833,14004,99785,98571,1,,0.0,0.0,-21.0,-374.0,666.0,303.0,645.0,677.0,371,20,"[[0.0, 0.0], [-10.70703125, -15.5443115234375], [-11.5, -35.64276123046875], [-11.63250732421875, -55.85552978515625], [-12.852783203125, -75.97958374023438], [-15.409912109375, -95.78988647460938], [-17.994873046875, -115.64285278320312], [-19.39227294921875, -135.74594116210938], [-17.0, -155.56387329101562], [-16.399169921875, -175.470458984375], [-19.5, -194.2337646484375], [-18.5, -214.38525390625], [-20.52685546875, -234.3758544921875], [-21.53759765625, -254.5269775390625], [-23.1646728515625, -274.65277099609375], [-24.68145751953125, -294.7701416015625], [-26.0, -314.9141845703125], [-24.33331298828125, -334.60943603515625], [-22.66668701171875, -354.30474853515625], [-21.0, -374.0]]","[[666.0, 303.0], [655.292948211812, 318.54432342726534], [654.5000305175781, 338.6427763017488], [654.367496002309, 358.85553984034834], [653.1472284832297, 378.97957944335656], [650.5900700520781, 398.7898732177524], [648.0051110323027, 418.6428398879956], [646.6077240504593, 438.7459357715579], [649.0, 458.56386060649606], [649.6008231168466, 478.47045102796113], [646.5, 497.2337663718389], [647.5000152587891, 517.3852449096752], [645.4731543528824, 537.3758505296958], [644.4623773091967, 557.5269473754507], [642.8353154783779, 577.6527571087288], [641.3185701277818, 597.7701546790955], [640.0, 617.9141649674109], [641.6666666666667, 637.6094433116073], [643.3333333333334, 657.3047216558036], [645.0, 677.0]]"
109,2026-04-10T18:31:31.409596,sweep,bend_left,40,{},-16,40,-16,40,-16,-40,16,-40,19817,14044,99769,98611,1,,0.0,0.0,-21.0,-374.0,666.0,303.0,645.0,677.0,370,20,"[[0.0, 0.0], [-10.88641357421875, -13.2049560546875], [-11.5, -33.411590576171875], [-11.04498291015625, -53.6297607421875], [-12.62255859375, -73.7156982421875], [-15.097412109375, -93.68191528320312], [-16.3656005859375, -113.7796630859375], [-17.8466796875, -133.85333251953125], [-19.0, -154.01947021484375], [-16.5419921875, -173.60128784179688], [-15.5, -193.47012329101562], [-19.0, -213.05633544921875], [-19.5, -233.276123046875], [-21.0, -253.414794921875], [-22.15826416015625, -273.6080322265625], [-24.1676025390625, -293.6732177734375], [-26.6236572265625, -313.731201171875], [-24.74908447265625, -333.82080078125], [-22.87457275390625, -353.910400390625], [-21.0, -374.0]]","[[666.0, 303.0], [655.1135895565341, 316.20495565295715], [654.5000305175781, 336.4115977952526], [654.9550335271505, 356.6297634617958], [653.37745458015, 376.7156882365506], [650.9026002207065, 396.6819260773104], [649.6343801302801, 416.77966695764843], [648.1533431946677, 436.85334338693735], [647.0, 457.0194657132598], [649.4579827660154, 476.6012997211933], [650.5, 496.47011608809447], [647.0, 516.0563557464993], [646.5, 536.2761247235086], [645.0000152587891, 556.4148253179562], [643.8417287353841, 576.6080394785163], [641.8323992823557, 596.6732408279781], [639.3763472952107, 616.7311906987981], [641.2508981968072, 636.8207937991988], [643.1254490984036, 656.9103968995994], [645.0, 677.0]]"
110,2026-04-10T18:31:32.038177,trim,trim_pull,28,"{""motor_index"": 0}",43,0,0,0,43,0,0,0,19860,14044,99769,98611,1,,0.0,0.0,-20.5,-374.0,665.5,303.0,645.0,677.0,371,20,"[[0.0, 0.0], [-10.42364501953125, -14.976959228515625], [-11.0, -35.22808837890625], [-10.92919921875, -55.50445556640625], [-12.45367431640625, -75.6756591796875], [-14.94842529296875, -95.54632568359375], [-17.5294189453125, -115.47079467773438], [-17.98095703125, -135.73336791992188], [-18.5, -156.01669311523438], [-14.12744140625, -175.1077880859375], [-18.5, -194.10830688476562], [-20.0, -214.30126953125], [-19.0, -234.52203369140625], [-19.97247314453125, -254.653564453125], [-22.3114013671875, -274.6796875], [-24.32421875, -294.76947021484375], [-26.21087646484375, -314.9525146484375], [-24.3072509765625, -334.635009765625], [-22.40362548828125, -354.3175048828125], [-20.5, -374.0]]","[[665.5, 303.0], [655.0763770391916, 317.97696748269925], [654.5000305175781, 338.22808104668206], [654.5708125837823, 358.5044565320132], [653.0463346092121, 378.6756478370729], [650.5515822036442, 398.54632067155524], [647.9705525972112, 418.4707964247487], [647.5190608604719, 438.7333534390326], [647.0, 459.0166788003608], [651.372560065777, 478.10778642071773], [647.0, 497.1083159739709], [645.5, 517.3012517116971], [646.5, 537.5220592218134], [645.5275500098217, 557.6535905237026], [643.1886232378964, 577.6797038540074], [641.1758022230708, 597.7694783198576], [639.2891128880813, 617.952509670307], [641.1927419253875, 637.6350064468713], [643.0963709626938, 657.3175032234357], [645.0, 677.0]]"
111,2026-04-10T18:31:32.694375,trim,trim_pull,28,"{""motor_index"": 0}",28,0,0,0,28,0,0,0,19888,14044,99769,98611,1,,0.0,0.0,-20.5,-374.0,665.5,303.0,645.0,677.0,371,20,"[[0.0, 0.0], [-10.171142578125, -14.132049560546875], [-11.0, -34.43603515625], [-11.238037109375, -54.777618408203125], [-12.8568115234375, -74.99771118164062], [-13.7705078125, -95.26239013671875], [-17.75555419921875, -114.69729614257812], [-17.0003662109375, -134.66497802734375], [-16.5, -154.96847534179688], [-15.3118896484375, -174.72665405273438], [-19.5, -193.6092529296875], [-20.5, -213.90008544921875], [-20.01446533203125, -234.202880859375], [-21.53179931640625, -254.44512939453125], [-21.82171630859375, -274.7520751953125], [-24.0, -294.9249267578125], [-26.1517333984375, -315.12451171875], [-24.267822265625, -334.74969482421875], [-22.3839111328125, -354.37481689453125], [-20.5, -374.0]]","[[665.5, 303.0], [655.3288658049204, 317.13205515977626], [654.5000305175781, 337.43604051537756], [654.2619632562128, 357.77762575055857], [652.6431932782698, 377.99772327657683], [651.729497306776, 398.26238442662736], [647.7444179683131, 417.69729837192614], [648.4996468008201, 437.6649710010357], [649.0, 457.9684647194099], [650.1881010992097, 477.7266564254565], [646.0000152587891, 496.60926007174527], [645.0000152587891, 516.900055121179], [645.4855089056568, 537.2028815122567], [643.9682199497579, 557.4451479112716], [643.6783016400525, 577.7520640586972], [641.5000152587891, 597.9249021457792], [639.3482523983786, 618.1245312582482], [641.2321682655858, 637.7496875054989], [643.1160841327928, 657.3748437527494], [645.0, 677.0]]"
112,2026-04-10T18:31:33.319136,trim,trim_pull,28,"{""motor_index"": 2}",0,0,43,0,0,0,-43,0,19888,14044,99812,98611,1,,0.0,0.0,-21.5,-374.0,666.5,303.0,645.0,677.0,371,20,"[[0.0, 0.0], [-10.99169921875, -13.976776123046875], [-12.0, -34.288330078125], [-12.357666015625, -54.669189453125], [-13.43109130859375, -74.96444702148438], [-14.91375732421875, -94.7547607421875], [-18.257568359375, -114.30303955078125], [-19.0, -134.67672729492188], [-16.59783935546875, -154.60494995117188], [-15.6724853515625, -174.59747314453125], [-19.0, -192.79757690429688], [-19.0, -213.18597412109375], [-20.5, -233.3865966796875], [-22.0, -253.69647216796875], [-22.08160400390625, -274.07135009765625], [-24.73870849609375, -294.17120361328125], [-26.60528564453125, -314.47393798828125], [-24.90350341796875, -334.31591796875], [-23.2017822265625, -354.157958984375], [-21.5, -374.0]]","[[666.5, 303.0], [655.5083095912621, 316.9767751603097], [654.5000305175781, 337.28832406814337], [654.1423451211584, 357.66917824822065], [653.0689023099168, 377.96444814841027], [651.586229329249, 397.7547561043991], [648.242431681252, 417.3030332554441], [647.5000049329133, 437.67671659819234], [649.9021425441335, 457.6049566963021], [650.8274926800182, 477.59748496733954], [647.5000152587891, 495.7975803876552], [647.5000152587891, 516.1859446658124], [646.0000152587891, 536.3866065664292], [644.5000152587891, 556.6964511361538], [644.418394833179, 577.071352794273], [641.7612610700904, 597.1712235110608], [639.8947235409689, 617.4739154067643], [641.596482360646, 637.3159436045096], [643.298241180323, 657.1579718022547], [645.0, 677.0]]"
113,2026-04-10T18:31:34.279320,reset,reset_release,120,{},-63,-63,-63,-63,-63,63,63,63,19825,13981,99749,98548,1,,0.0,0.0,-21.0,-374.0,666.0,303.0,645.0,677.0,371,20,"[[0.0, 0.0], [-10.8416748046875, -13.695831298828125], [-11.5, -34.064605712890625], [-11.6405029296875, -54.483642578125], [-12.15435791015625, -74.8392333984375], [-13.732421875, -94.8934326171875], [-15.1478271484375, -114.93072509765625], [-17.64044189453125, -134.8277587890625], [-19.2088623046875, -155.07608032226562], [-15.36907958984375, -174.63873291015625], [-18.5, -193.33969116210938], [-19.5, -213.634765625], [-18.5, -234.000244140625], [-19.52105712890625, -254.2945556640625], [-21.7874755859375, -274.512451171875], [-24.31109619140625, -294.67767333984375], [-27.131591796875, -314.84210205078125], [-25.08770751953125, -334.5614013671875], [-23.04388427734375, -354.28070068359375], [-21.0, -374.0]]","[[666.0, 303.0], [655.1583461866749, 316.69584108465017], [654.5000305175781, 337.06460430492393], [654.3595085192339, 357.48363234897874], [653.8456642355609, 377.83923335648836], [652.2675587612789, 397.89344082705156], [650.852199166348, 417.9307399756051], [648.359537698808, 437.8277615042873], [646.7911542522912, 458.07607030082386], [650.6308932631678, 477.63872466335425], [647.5000152587891, 496.33970512407575], [646.5, 516.6347362803358], [647.5000152587891, 537.0002672670406], [646.4789614972783, 557.2945480269958], [644.2125175172209, 577.5124387942121], [641.6889102748164, 597.6776945342485], [638.8684236555007, 617.8421250401856], [640.9122824370004, 637.5614166934571], [642.9561412185002, 657.2807083467285], [645.0, 677.0]]"
114,2026-04-10T18:31:35.199718,reset,reset_release,60,{},-24,-24,-24,-24,-24,24,24,24,19801,13957,99725,98524,1,,0.0,0.0,-21.0,-374.0,666.0,303.0,645.0,677.0,371,20,"[[0.0, 0.0], [-10.5882568359375, -15.519622802734375], [-11.5, -35.48785400390625], [-11.44488525390625, -55.61419677734375], [-12.5943603515625, -75.66043090820312], [-14.70196533203125, -95.56549072265625], [-17.46002197265625, -115.360107421875], [-18.0, -135.47491455078125], [-18.0, -155.64816284179688], [-15.36102294921875, -174.88287353515625], [-18.0, -194.5821533203125], [-19.5, -214.62652587890625], [-22.0, -234.4150390625], [-22.03680419921875, -254.515869140625], [-23.61053466796875, -274.547607421875], [-25.613525390625, -294.58892822265625], [-26.67437744140625, -314.720703125], [-24.782958984375, -334.48046875], [-22.8914794921875, -354.240234375], [-21.0, -374.0]]","[[666.0, 303.0], [655.4117541756206, 318.51963182216605], [654.5000305175781, 338.4878667112278], [654.5551332307496, 358.6142036302033], [653.4056446345035, 378.660437171118], [651.2980515349716, 398.5654915237162], [648.5399792452223, 418.3601025466015], [648.0000152587891, 438.47490179878514], [648.0000152587891, 458.6481602064657], [650.6389981856277, 477.88287448893436], [648.0000152587891, 497.5821612079077], [646.5, 517.6265118353216], [644.0000152587891, 537.4150467264328], [643.9631676458093, 557.5158823251948], [642.3894603836062, 577.5476018585737], [640.3864913390887, 597.5889561208036], [639.325604487194, 617.7207288611825], [641.2170696581294, 637.480485907455], [643.1085348290646, 657.2402429537275], [645.0, 677.0]]"
115,2026-04-10T18:31:35.793787,sweep,bend_right,40,{},55,-16,55,-16,55,16,-55,16,19856,13941,99780,98508,1,,0.0,0.0,-20.5,-374.0,665.5,303.0,645.0,677.0,371,20,"[[0.0, 0.0], [-9.9200439453125, -15.988067626953125], [-10.77789306640625, -35.8907470703125], [-11.22265625, -56.11749267578125], [-11.8099365234375, -76.33914184570312], [-14.018798828125, -96.21051025390625], [-16.0455322265625, -116.15933227539062], [-19.26251220703125, -135.89178466796875], [-17.25201416015625, -155.82388305664062], [-13.72906494140625, -175.39620971679688], [-18.0, -193.51739501953125], [-19.5, -213.63616943359375], [-21.0, -233.64544677734375], [-20.5, -253.8348388671875], [-22.56451416015625, -273.903564453125], [-23.72698974609375, -294.089111328125], [-25.5, -314.2236328125], [-23.83331298828125, -334.14910888671875], [-22.16668701171875, -354.07452392578125], [-20.5, -374.0]]","[[665.5, 303.0], [655.5799643928028, 318.9880680513827], [654.7221133469295, 338.8907455021631], [654.2773434496021, 359.1175004671816], [653.6900560863533, 379.3391335878563], [651.4812144020432, 399.21050106628576], [649.4544884670881, 419.1593316149159], [646.2374867466118, 438.89177360965897], [648.247991963156, 458.82386793629934], [651.7709088918898, 478.39620648781147], [647.5000152587891, 496.51738157359864], [646.0000152587891, 516.6361500166203], [644.5000152587891, 536.6454715565441], [645.0000152587891, 556.8348536916587], [642.9354627520707, 576.9035490451377], [641.772994892294, 597.0890842489446], [640.0, 617.223626515216], [641.6666666666667, 637.1490843434773], [643.3333333333334, 657.0745421717386], [645.0, 677.0]]"
116,2026-04-10T18:31:36.389501,sweep,bend_right,80,{},80,-32,80,-32,80,32,-80,32,19936,13909,99860,98476,1,,0.0,0.0,-25.0,-374.0,666.0,303.0,641.0,677.0,371,20,"[[0.0, 0.0], [-11.16302490234375, -13.282318115234375], [-11.5, -33.60870361328125], [-11.5, -53.95721435546875], [-12.08050537109375, -74.28173828125], [-13.88177490234375, -94.3453369140625], [-16.13311767578125, -114.26620483398438], [-19.78155517578125, -133.970947265625], [-18.81005859375, -154.16476440429688], [-18.109130859375, -174.24530029296875], [-20.0, -192.89138793945312], [-21.0, -213.17901611328125], [-22.5, -233.39373779296875], [-23.03082275390625, -253.4317626953125], [-24.8096923828125, -273.6680908203125], [-27.12939453125, -293.81195068359375], [-29.5, -313.990234375], [-28.0, -333.99346923828125], [-26.5, -353.99676513671875], [-25.0, -374.0]]","[[666.0, 303.0], [654.8369922709818, 316.2823311680771], [654.5000305175781, 336.6086933244224], [654.5000305175781, 356.95722810150903], [653.91949879558, 377.2817477667754], [652.1182028939776, 397.3453226106139], [649.8669110266762, 417.2662084642257], [646.2184425723563, 436.9709621424971], [647.1899428026562, 457.16476669060444], [647.8908540795842, 477.2453096791978], [646.0000152587891, 495.8913742571508], [645.0000152587891, 516.1789953083074], [643.5, 536.3937159347836], [642.96916256341, 556.431737287837], [641.1902884871457, 576.668082207243], [638.870579059962, 596.8119484568115], [636.5, 616.9902223840722], [638.0, 636.9934815893815], [639.5, 656.9967407946907], [641.0, 677.0]]"
117,2026-04-10T18:31:37.118099,sweep,bend_right,120,{},120,-48,120,-48,120,48,-120,48,20056,13861,99980,98428,1,,0.0,0.0,-32.5,-374.0,665.5,303.0,633.0,677.0,370,20,"[[0.0, 0.0], [-10.181884765625, -16.09112548828125], [-11.0, -36.411834716796875], [-11.202880859375, -56.84063720703125], [-12.184326171875, -77.19357299804688], [-14.31646728515625, -97.43084716796875], [-15.397705078125, -117.78396606445312], [-20.72412109375, -136.71270751953125], [-21.5, -157.1116943359375], [-16.53057861328125, -176.11434936523438], [-22.0, -193.80194091796875], [-24.0, -213.98736572265625], [-23.0113525390625, -234.1591796875], [-25.587646484375, -254.31817626953125], [-29.36285400390625, -274.0399169921875], [-31.9129638671875, -294.260498046875], [-36.28765869140625, -314.02691650390625], [-35.02508544921875, -334.0179443359375], [-33.7625732421875, -354.00897216796875], [-32.5, -374.0]]","[[665.5, 303.0], [655.3180899031347, 319.09113651314397], [654.5000305175781, 339.4118307782328], [654.2971215394404, 359.840632804621], [653.3156533302256, 380.1935728370243], [651.1835358844612, 400.4308464592921], [650.1022901848703, 420.78396992890487], [644.7758529199723, 439.7127182964249], [644.0000152587891, 460.1117027836619], [648.9694221252184, 479.1143366117632], [643.5, 496.8019273982279], [641.5000152587891, 516.9873925911526], [642.48864518404, 537.1591519049027], [639.9123448241078, 557.3181631349877], [636.1371647603833, 577.0399199256144], [633.5870536571408, 597.2604750783751], [629.2123550172835, 617.0269390274116], [630.4749033448556, 637.0179593516077], [631.7374516724278, 657.0089796758039], [633.0, 677.0]]"
118,2026-04-10T18:31:37.777988,sweep,bend_right,80,{},80,-32,20,-32,80,32,-20,32,20136,13829,100000,98396,1,,0.0,0.0,-40.5,-373.0,665.5,303.0,625.0,676.0,370,20,"[[0.0, 0.0], [-10.53057861328125, -13.427886962890625], [-11.0, -33.88519287109375], [-12.0, -54.31353759765625], [-12.221923828125, -74.77679443359375], [-14.14404296875, -95.01699829101562], [-14.73248291015625, -115.4183349609375], [-17.64947509765625, -135.515380859375], [-16.68817138671875, -155.4808349609375], [-19.27630615234375, -174.04385375976562], [-19.0, -193.0975341796875], [-24.0, -212.45855712890625], [-25.56011962890625, -232.84185791015625], [-30.0887451171875, -252.6484375], [-33.50653076171875, -272.697021484375], [-38.015869140625, -292.5556640625], [-41.68829345703125, -312.63677978515625], [-41.292236328125, -332.75787353515625], [-40.8961181640625, -352.87890625], [-40.5, -373.0]]","[[665.5, 303.0], [654.9694464346817, 316.42788518938613], [654.5000305175781, 336.88519345359157], [653.5, 357.3135361794297], [653.2780496579916, 377.7768084172959], [651.355947638235, 398.01700824196314], [650.767516047343, 418.41833297645525], [647.8505501568086, 438.51539360974846], [648.8118503480974, 458.48084791299175], [646.2236887278495, 477.0438413777929], [646.5, 496.0975391289428], [641.5000152587891, 515.4585793039238], [639.939867193114, 535.8418849886963], [635.411266164901, 555.6484346157844], [631.9934896996103, 575.6970489956802], [627.4841023196999, 595.5556673098075], [623.8116789157397, 615.6367892711139], [624.2077859438265, 635.7578595140759], [624.6038929719132, 655.8789297570379], [625.0, 676.0]]"
119,2026-04-10T18:31:38.404290,sweep,bend_right,40,{},40,-16,0,-16,40,16,0,16,20176,13813,100000,98380,1,,0.0,0.0,-43.5,-372.0,665.5,303.0,622.0,675.0,369,20,"[[0.0, 0.0], [-10.3709716796875, -16.19891357421875], [-11.04437255859375, -36.6219482421875], [-12.0205078125, -57.095794677734375], [-13.4285888671875, -77.52191162109375], [-15.6319580078125, -97.35598754882812], [-17.0, -117.27474975585938], [-19.848388671875, -137.43881225585938], [-18.746826171875, -157.8480224609375], [-15.2474365234375, -174.78347778320312], [-19.0, -193.85647583007812], [-24.0, -213.41156005859375], [-29.5, -232.81591796875], [-30.70147705078125, -253.27374267578125], [-36.63165283203125, -272.8072509765625], [-41.02325439453125, -292.775390625], [-44.77288818359375, -312.91021728515625], [-44.34857177734375, -332.6068115234375], [-43.92431640625, -352.30340576171875], [-43.5, -372.0]]","[[665.5, 303.0], [655.1290500786267, 319.1989095651614], [654.455606517171, 339.62195498625914], [653.4794743129067, 360.09578264236296], [652.0714416503906, 380.5219180708486], [649.8680196453569, 400.35598036106524], [648.5000152587891, 420.2747398006801], [645.6516016368059, 440.4388160985037], [646.7531542268416, 460.8480179028903], [650.2525533133814, 477.7834728627321], [646.5, 496.856483471347], [641.5000152587891, 516.4115436356861], [636.0, 535.8159019202146], [634.7984924564183, 556.2737305686941], [628.8683303688039, 575.8072741205607], [624.4767202728676, 595.7753799186323], [620.7271222288474, 615.9102122834834], [621.1514148192316, 635.6068081889889], [621.5757074096158, 655.3034040944945], [622.0, 675.0]]"
120,2026-04-10T18:31:39.000204,trim,trim_pull,28,"{""motor_index"": 0}",28,0,0,0,28,0,0,0,20204,13813,100000,98380,1,,0.0,0.0,-62.0,-368.0,666.0,303.0,604.0,671.0,369,20,"[[0.0, 0.0], [-10.37127685546875, -14.839508056640625], [-11.5, -35.15008544921875], [-12.0, -55.60986328125], [-13.0147705078125, -75.89663696289062], [-13.48834228515625, -96.209228515625], [-14.7530517578125, -116.54345703125], [-19.19842529296875, -136.19454956054688], [-21.5, -156.40652465820312], [-18.8294677734375, -174.94430541992188], [-22.25811767578125, -194.6142578125], [-25.616455078125, -214.27166748046875], [-30.684326171875, -233.790283203125], [-34.0489501953125, -253.78094482421875], [-37.35040283203125, -273.7264404296875], [-41.848876953125, -293.62811279296875], [-45.24810791015625, -313.7366943359375], [-50.83203125, -331.824462890625], [-56.416015625, -349.9122314453125], [-62.0, -368.0]]","[[666.0, 303.0], [655.6287424103655, 317.8395171064806], [654.5000305175781, 338.1500812992604], [654.0, 358.6098701786341], [652.985233313252, 378.89663003816315], [652.5116474868948, 399.2092325517443], [651.2469188046766, 419.5434584953447], [646.8015602062378, 439.1945500840585], [644.5000152587891, 459.40653273627277], [647.1705393622719, 477.9443121908969], [643.7418610882637, 497.6142686860829], [640.3835575010901, 517.2716977821968], [635.3156819661594, 536.7902656126653], [631.9510313891628, 556.7809380453527], [628.6495773507979, 576.7264632951352], [624.1511259447548, 596.6281286110197], [620.7519097098768, 616.7367131532106], [615.1679398065846, 634.8244754354738], [609.5839699032923, 652.9122377177368], [604.0, 671.0]]"
121,2026-04-10T18:31:39.721749,trim,trim_pull,12,"{""motor_index"": 1}",0,27,0,0,0,-27,0,0,20204,13840,100000,98380,1,,0.0,0.0,-34.5,-370.0,665.5,303.0,631.0,673.0,369,20,"[[0.0, 0.0], [-10.247314453125, -14.365631103515625], [-11.0, -34.900909423828125], [-11.53668212890625, -55.513214111328125], [-12.28057861328125, -76.07217407226562], [-13.44189453125, -96.3123779296875], [-13.47186279296875, -116.30303955078125], [-17.5, -136.1995849609375], [-17.48431396484375, -156.78073120117188], [-15.6595458984375, -175.55322265625], [-23.0, -193.41497802734375], [-25.5, -213.4364013671875], [-27.5, -233.82220458984375], [-31.6575927734375, -253.8006591796875], [-36.05548095703125, -273.69427490234375], [-40.73211669921875, -293.74981689453125], [-45.2347412109375, -313.64337158203125], [-41.656494140625, -332.42889404296875], [-38.0782470703125, -351.2144775390625], [-34.5, -370.0]]","[[665.5, 303.0], [655.2526870810522, 317.36562163299317], [654.5000305175781, 337.9009043090811], [653.9633419766262, 358.51322798970807], [653.219449105474, 379.07216760870574], [652.0580913020207, 399.31237574556803], [652.0281490930606, 419.30302478235376], [648.0000152587891, 439.19957191172296], [648.0156777279861, 459.78071873930753], [649.8404394656958, 478.55321686920905], [642.5000152587891, 496.41497704136094], [640.0, 516.4363885954857], [638.0000152587891, 536.8222266774166], [633.8424267902774, 556.8006816490002], [629.4445058851136, 576.6942887370861], [624.7679011231392, 596.749827814139], [620.2652414582574, 616.6433599435636], [623.8434943055049, 635.4289066290424], [627.4217471527525, 654.2144533145213], [631.0, 673.0]]"
122,2026-04-10T18:31:40.683790,reset,reset_release,120,{},-63,-63,-63,-48,-63,63,63,48,20141,13777,99937,98332,1,,0.0,0.0,-75.5,-365.0,665.5,303.0,590.0,668.0,368,20,"[[0.0, 0.0], [-10.7490234375, -13.743316650390625], [-11.5, -34.453582763671875], [-11.7550048828125, -55.190093994140625], [-12.642822265625, -75.79397583007812], [-12.10870361328125, -96.47784423828125], [-15.69256591796875, -116.069580078125], [-17.76593017578125, -136.36175537109375], [-19.99658203125, -156.95223999023438], [-18.76739501953125, -175.41891479492188], [-24.53387451171875, -194.23709106445312], [-27.14154052734375, -214.36199951171875], [-35.0577392578125, -232.95220947265625], [-39.3968505859375, -253.13897705078125], [-43.92333984375, -273.308837890625], [-49.64239501953125, -292.996826171875], [-55.0, -312.4111328125], [-61.83331298828125, -329.94073486328125], [-68.66668701171875, -347.47039794921875], [-75.5, -365.0]]","[[665.5, 303.0], [654.7509641313369, 316.7433316980354], [654.0, 337.45359719993104], [653.7449705657614, 358.1901024711428], [652.8571472167969, 378.7939756436774], [653.3912774537723, 399.4778379001116], [649.8074527621627, 419.0695927492716], [647.734051573264, 439.3617639746417], [645.5034106347779, 459.95224965588466], [646.7326318661876, 478.41891063038304], [640.966142604494, 497.2370904914965], [638.358441096263, 517.3619825276801], [630.44224555706, 535.9522026794402], [626.1031575517617, 556.1389909574741], [621.5766689787756, 576.3088671798732], [615.8576001468404, 595.9968293929367], [610.5, 615.4111200292705], [603.6666666666667, 632.9407466861803], [596.8333333333334, 650.4703733430902], [590.0, 668.0]]"
